,Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG,Cap,GP%,Cap%
3618,Marc Gasol,MEM,2011, C,3573333,26,215.9,120.20188,81,11.7,7.0,2.5,1.7,0.071,0.193,0.171,0.58,0.117,46-36,0.561,82,58044000,0.9878048780487805,0.06156248707876783
3619,O.J. Mayo,MEM,2011, SG,4456200,23,193.04,95.25432,71,11.3,2.4,2.0,1.5,0.022,0.088,0.213,0.499,0.116,46-36,0.561,82,58044000,0.8658536585365854,0.07677279305354559
3620,Mike Conley,MEM,2011, PG,4913077,23,185.42,83.91452,81,13.7,3.0,6.5,4.9,0.013,0.088,0.195,0.521,0.273,46-36,0.561,82,58044000,0.9878048780487805,0.08464401143959754
3621,Leon Powe,MEM,2011, PF,201033,27,203.2,108.86208,30,5.3,2.1,0.2,-10.3,0.082,0.164,0.234,0.524,0.038,46-36,0.561,82,58044000,0.36585365853658536,0.0034634587554269176
3622,Tony Allen,MEM,2011, SG,3000000,29,193.04,96.615096,72,8.9,2.7,1.4,4.4,0.055,0.101,0.2,0.562,0.113,46-36,0.561,82,58044000,0.8780487804878049,0.05168492867479843
3623,Zach Randolph,MEM,2011, F,17666666,29,205.74,117.93392,75,20.1,12.2,2.2,4.0,0.144,0.264,0.25,0.552,0.1,46-36,0.561,82,58044000,0.9146341463414634,0.3043667907104955
3624,Xavier Henry,MEM,2011, SG,2020200,20,198.12,99.79024,38,4.3,1.0,0.5,-6.2,0.02,0.061,0.171,0.451,0.054,46-36,0.561,82,58044000,0.4634146341463415,0.034804630969609264
3625,Shane Battier,MEM,2011, SF,7354500,32,203.2,99.79024,82,7.6,4.5,2.3,3.1,0.044,0.139,0.117,0.567,0.109,46-36,0.561,82,58044000,1.0,0.12670560264626834
3626,Sam Young,MEM,2011, SF,886000,26,198.12,99.79024,78,7.3,2.4,0.9,1.8,0.031,0.11,0.174,0.525,0.069,46-36,0.561,82,58044000,0.9512195121951219,0.015264282268623803
3627,Rudy Gay,MEM,2011, SF,13603750,24,203.2,104.32616,54,19.8,6.2,2.8,2.3,0.045,0.14,0.232,0.548,0.116,46-36,0.561,82,58044000,0.6585365853658537,0.23436961615326304
3628,Hamed Haddadi,MEM,2011, C,1600000,26,218.44,120.20188,31,2.4,2.2,0.2,11.2,0.18,0.295,0.204,0.55,0.042,46-36,0.561,82,58044000,0.3780487804878049,0.02756529529322583
3629,Ish Smith,MEM,2011, PG,473604,22,182.88,79.3786,43,2.3,1.1,1.8,-4.4,0.018,0.101,0.159,0.406,0.268,46-36,0.561,82,58044000,0.524390243902439,0.00815939632003308
3630,Jason Williams,MEM,2011, PG,524964,35,185.42,81.64656,27,2.0,1.1,1.9,9.9,0.012,0.108,0.13,0.403,0.244,46-36,0.561,82,58044000,0.32926829268292684,0.009044242298945628
3631,Greivis Vasquez,MEM,2011, PG,1035960,24,198.12,95.707912,70,3.6,1.0,2.2,-6.1,0.017,0.094,0.17,0.493,0.266,46-36,0.561,82,58044000,0.8536585365853658,0.017847839569981393
3632,Maurice Evans,WAS,2011, SG,2500000,32,195.58,99.79024,73,6.3,2.1,0.6,-7.8,0.036,0.08,0.14,0.513,0.046,23-59,0.28,82,58044000,0.8902439024390244,0.043070773895665354
3633,Othyus Jeffers,WAS,2011, SG,35868,25,195.58,95.25432,17,5.5,3.9,1.2,6.1,0.09,0.149,0.133,0.546,0.088,23-59,0.28,82,58044000,0.2073170731707317,0.00061794500723589
3634,Mustafa Shakur,WAS,2011, PG,226162,26,193.04,88.45044,22,2.3,1.0,1.1,-1.2,0.054,0.121,0.236,0.389,0.258,23-59,0.28,82,58044000,0.2682926829268293,0.0038963889463165874
3635,Josh Howard,WAS,2011, SF,3000000,31,200.66,95.25432,18,8.4,4.1,1.3,-11.0,0.045,0.159,0.213,0.416,0.095,23-59,0.28,82,58044000,0.21951219512195122,0.05168492867479843
3636,Jordan Crawford,WAS,2011, G,1042320,22,193.04,88.45044,42,11.7,2.5,2.8,-10.3,0.032,0.085,0.264,0.456,0.197,23-59,0.28,82,58044000,0.5121951219512195,0.017957411618771967
3637,John Wall,WAS,2011, PG,5144280,20,193.04,88.45044,69,16.4,4.6,8.3,-9.0,0.014,0.127,0.236,0.494,0.357,23-59,0.28,82,58044000,0.8414634146341463,0.08862724829439736
3638,Kevin Seraphin,WAS,2011, C,1563120,21,205.74,124.7378,58,2.7,2.6,0.2,-14.9,0.127,0.138,0.135,0.479,0.025,23-59,0.28,82,58044000,0.7073170731707317,0.026929915236716975
3639,Lester Hudson,WAS,2011, SG,515603,26,190.5,86.18248,11,1.6,0.5,1.5,-8.7,0.014,0.073,0.204,0.349,0.447,23-59,0.28,82,58044000,0.13414634146341464,0.008882968093170698
3640,Larry Owens,WAS,2011, SF,22287,28,200.66,95.25432,12,3.3,1.3,0.7,7.0,0.008,0.118,0.127,0.556,0.089,23-59,0.28,82,58044000,0.14634146341463414,0.0003839673351250775
3641,Trevor Booker,WAS,2011, F,1204560,23,203.2,108.86208,65,5.3,3.9,0.5,-7.0,0.101,0.169,0.138,0.582,0.051,23-59,0.28,82,58044000,0.7926829268292683,0.020752532561505065
3642,Yi Jianlian,WAS,2011, SF,4050499,23,213.36,113.398,63,5.6,3.9,0.4,-10.1,0.077,0.182,0.174,0.459,0.036,23-59,0.28,82,58044000,0.7682926829268293,0.06978325063744745
3643,Rashard Lewis,WAS,2011, PF,19573711,31,208.28,104.32616,57,11.7,5.1,1.6,-1.5,0.044,0.136,0.178,0.535,0.082,23-59,0.28,82,58044000,0.6951219512195121,0.33722195231203916
3644,Nick Young,WAS,2011, G,2630503,26,200.66,95.25432,64,17.4,2.7,1.2,-8.0,0.014,0.086,0.245,0.538,0.066,23-59,0.28,82,58044000,0.7804878048780488,0.04531911997794776
3645,Cartier Martin,WAS,2011, PF,854389,26,200.66,99.79024,52,4.0,1.4,0.3,2.3,0.043,0.121,0.176,0.524,0.05,23-59,0.28,82,58044000,0.6341463414634146,0.014719678175177452
3646,Andray Blatche,WAS,2011, C,5904152,24,210.82,117.93392,64,16.8,8.2,2.3,-6.9,0.094,0.19,0.256,0.497,0.115,23-59,0.28,82,58044000,0.7804878048780488,0.10171855833505616
3647,JaVale McGee,WAS,2011, C,1601040,23,213.36,114.305184,79,10.1,8.0,0.5,-4.4,0.116,0.214,0.165,0.566,0.027,23-59,0.28,82,58044000,0.9634146341463414,0.027583212735166427
3648,Hamady Ndiaye,WAS,2011, C,473604,24,213.36,106.59412,16,0.9,0.4,0.0,-22.9,0.029,0.088,0.076,0.681,0.0,23-59,0.28,82,58044000,0.1951219512195122,0.00815939632003308
3650,Martell Webster,MIN,2011, SF,4800000,24,200.66,106.59412,46,9.8,3.2,1.2,-11.4,0.036,0.123,0.179,0.575,0.079,17-65,0.207,82,58044000,0.5609756097560976,0.08269588587967748
3651,Luke Ridnour,MIN,2011, PG,4000000,30,187.96,79.3786,71,11.8,2.8,5.4,-5.9,0.019,0.083,0.177,0.567,0.274,17-65,0.207,82,58044000,0.8658536585365854,0.06891323823306457
3652,Michael Beasley,MIN,2011, SF,4962240,22,208.28,106.59412,73,19.2,5.6,2.2,-5.6,0.054,0.137,0.284,0.51,0.118,17-65,0.207,82,58044000,0.8902439024390244,0.08549100682241058
3653,Nikola Pekovic,MIN,2011, C,4275000,25,210.82,110.222856,65,5.5,3.0,0.4,-12.7,0.11,0.135,0.195,0.573,0.052,17-65,0.207,82,58044000,0.7926829268292683,0.07365102336158776
3654,Kevin Love,MIN,2011, PF,3638280,22,208.28,117.93392,73,20.2,15.2,2.5,-6.0,0.136,0.336,0.227,0.593,0.116,17-65,0.207,82,58044000,0.8902439024390244,0.06268141409964854
3655,Jonny Flynn,MIN,2011, PG,3192000,22,182.88,83.91452,53,5.3,1.5,3.4,-9.4,0.014,0.08,0.19,0.444,0.284,17-65,0.207,82,58044000,0.6463414634146342,0.05499276410998553
3656,Lazar Hayward,MIN,2011, SF,1020960,24,198.12,102.0582,42,3.8,1.7,0.7,-16.4,0.056,0.14,0.187,0.464,0.107,17-65,0.207,82,58044000,0.5121951219512195,0.0175894149266074
3657,Wesley Johnson,MIN,2011, F,3726600,23,200.66,92.98636,79,9.0,3.0,1.9,-6.4,0.027,0.102,0.168,0.491,0.108,17-65,0.207,82,58044000,0.9634146341463414,0.06420301839983461
3658,Wayne Ellington,MIN,2011, SG,1078800,23,193.04,90.7184,62,6.6,1.7,1.2,-8.9,0.024,0.079,0.172,0.488,0.098,17-65,0.207,82,58044000,0.7560975609756098,0.018585900351457515
3659,Sebastian Telfair,MIN,2011, PG,2700000,26,182.88,79.3786,37,7.2,1.5,3.0,-7.2,0.025,0.06,0.194,0.497,0.246,17-65,0.207,82,58044000,0.45121951219512196,0.04651643580731859
3660,Darko Milicic,MIN,2011, C,4325000,26,213.36,124.7378,69,8.8,5.2,1.5,-6.7,0.085,0.146,0.199,0.482,0.099,17-65,0.207,82,58044000,0.8414634146341463,0.07451243883950107
3661,Anthony Randolph,MIN,2011, SF,1965720,21,210.82,102.0582,40,7.6,4.0,0.8,-10.7,0.079,0.228,0.262,0.505,0.103,17-65,0.207,82,58044000,0.4878048780487805,0.03386603266487492
3662,Anthony Tolliver,MIN,2011, PF,2200000,26,205.74,110.222856,65,6.7,4.5,1.3,-4.0,0.074,0.178,0.133,0.585,0.09,17-65,0.207,82,58044000,0.7926829268292683,0.03790228102818551
3663,Matt Carroll,CHA,2011, SG,4300000,30,198.12,96.161504,54,4.4,1.3,0.4,-6.4,0.023,0.124,0.194,0.53,0.068,34-48,0.415,82,58044000,0.6585365853658537,0.07408173110054442
3664,Kwame Brown,CHA,2011, C,854389,29,210.82,122.46984,66,7.9,6.8,0.7,-7.3,0.102,0.228,0.151,0.55,0.041,34-48,0.415,82,58044000,0.8048780487804879,0.014719678175177452
3665,Stephen Jackson,CHA,2011, SF,8453250,33,203.2,97.52228,67,18.5,4.5,3.6,-4.9,0.027,0.124,0.273,0.52,0.184,34-48,0.415,82,58044000,0.8170731707317073,0.14563520777341327
3666,Tyrus Thomas,CHA,2011, PF,6611570,24,208.28,102.0582,41,10.2,5.5,0.7,-1.3,0.097,0.215,0.248,0.536,0.064,34-48,0.415,82,58044000,0.5,0.11390617462614568
3667,Sherron Collins,CHA,2011, PG,473604,24,180.34,92.98636,20,0.9,0.3,0.4,-14.0,0.0,0.093,0.217,0.334,0.19,34-48,0.415,82,58044000,0.24390243902439024,0.00815939632003308
3668,Shaun Livingston,CHA,2011, G,3500000,25,200.66,83.91452,73,6.6,2.0,2.2,-2.8,0.028,0.114,0.202,0.53,0.241,34-48,0.415,82,58044000,0.8902439024390244,0.0602990834539315
3669,Joel Przybilla,CHA,2011, C,7725470,31,215.9,111.13004,36,1.8,4.0,0.4,-8.1,0.087,0.246,0.078,0.573,0.038,34-48,0.415,82,58044000,0.43902439024390244,0.13309678864309835
3670,Dante Cunningham,CHA,2011, F,762195,24,203.2,104.32616,78,6.2,3.6,0.6,-3.3,0.071,0.147,0.16,0.483,0.044,34-48,0.415,82,58044000,0.9512195121951219,0.013131331403762663
3671,D.J. Augustin,CHA,2011, PG,2540000,23,182.88,81.64656,82,14.4,2.7,6.1,-4.9,0.017,0.084,0.211,0.541,0.306,34-48,0.415,82,58044000,1.0,0.043759906277996
3672,Boris Diaw,CHA,2011, C,9000000,29,203.2,106.59412,82,11.3,5.0,4.1,-3.9,0.045,0.137,0.168,0.558,0.203,34-48,0.415,82,58044000,1.0,0.1550547860243953
3673,Dominic McGuire,CHA,2011, PF,211084,25,205.74,99.79024,52,3.3,3.8,0.8,-5.7,0.097,0.213,0.136,0.437,0.092,34-48,0.415,82,58044000,0.6341463414634146,0.0036366204947970507
3674,DeSagana Diop,CHA,2011, C,6478600,29,213.36,127.00576,16,1.3,2.5,0.4,-8.2,0.078,0.172,0.101,0.347,0.063,34-48,0.415,82,58044000,0.1951219512195122,0.11161532630418303
3675,Eduardo Najera,CHA,2011, PF,3000000,34,203.2,106.59412,31,2.2,1.4,0.6,1.8,0.043,0.091,0.114,0.449,0.089,34-48,0.415,82,58044000,0.3780487804878049,0.05168492867479843
3676,Gerald Henderson,CHA,2011, SG,2103840,23,193.04,97.52228,68,9.6,3.0,1.5,-2.6,0.035,0.115,0.201,0.509,0.106,34-48,0.415,82,58044000,0.8292682926829268,0.036245606781062645
3677,Garrett Temple,CHA,2011, SG,80703,25,198.12,88.45044,24,2.4,1.0,1.3,-6.6,0.005,0.122,0.205,0.378,0.209,34-48,0.415,82,58044000,0.2926829268292683,0.0013903762662807525
3678,Matt Bonner,SAS,2011, C,3050000,31,208.28,106.59412,66,7.3,3.6,0.9,8.6,0.051,0.143,0.137,0.617,0.063,61-21,0.744,82,58044000,0.8048780487804879,0.052546344152711734
3679,Manu Ginobili,SAS,2011, G,11854584,33,198.12,92.98636,80,17.4,3.7,4.9,11.5,0.021,0.117,0.256,0.581,0.249,61-21,0.744,82,58044000,0.975609756097561,0.20423444283646888
3680,Tony Parker,SAS,2011, G,13500000,29,187.96,83.91452,78,17.5,3.1,6.6,6.5,0.014,0.092,0.254,0.569,0.345,61-21,0.744,82,58044000,0.9512195121951219,0.23258217903659292
3681,Tim Duncan,SAS,2011, C,18835381,35,210.82,115.66596,76,13.4,8.9,2.7,10.1,0.093,0.26,0.226,0.537,0.15,61-21,0.744,82,58044000,0.926829268292683,0.3245017745158845
3682,Tiago Splitter,SAS,2011, C,3400000,26,210.82,108.86208,60,4.6,3.4,0.4,0.2,0.116,0.202,0.18,0.55,0.06,61-21,0.744,82,58044000,0.7317073170731707,0.058576252498104886
3683,Steve Novak,SAS,2011, SF,306575,28,208.28,108.86208,30,3.5,0.9,0.1,-10.3,0.022,0.135,0.159,0.737,0.025,61-21,0.744,82,58044000,0.36585365853658536,0.0052817690028254425
3684,Richard Jefferson,SAS,2011, F,8400000,31,200.66,104.32616,81,11.0,3.8,1.3,6.4,0.026,0.117,0.154,0.612,0.064,61-21,0.744,82,58044000,0.9878048780487805,0.1447178002894356
3685,Chris Quinn,SAS,2011, PG,804131,27,187.96,79.3786,41,2.0,0.6,1.0,-1.8,0.012,0.087,0.173,0.428,0.236,61-21,0.744,82,58044000,0.5,0.013853817793398112
3688,Antonio McDyess,SAS,2011, PF,4860000,36,205.74,111.13004,73,5.3,5.4,1.2,5.8,0.107,0.225,0.15,0.516,0.093,61-21,0.744,82,58044000,0.8902439024390244,0.08372958445317345
3689,DeJuan Blair,SAS,2011, C,918000,22,200.66,122.46984,81,8.3,7.0,1.0,5.1,0.144,0.232,0.198,0.524,0.067,61-21,0.744,82,58044000,0.9878048780487805,0.015815588174488318
3690,James Anderson,SAS,2011, SG,1361400,22,198.12,97.52228,26,3.6,0.9,0.7,-7.0,0.009,0.091,0.165,0.529,0.103,61-21,0.744,82,58044000,0.3170731707317073,0.023454620632623525
3691,Ime Udoka,SAS,2011, F,708640,33,195.58,99.79024,20,0.7,1.0,0.7,0.6,0.041,0.12,0.109,0.285,0.153,61-21,0.744,82,58044000,0.24390243902439024,0.01220866928536972
3692,George Hill,SAS,2011, PG,854389,25,187.96,81.64656,76,11.6,2.6,2.5,7.3,0.014,0.093,0.185,0.588,0.142,61-21,0.744,82,58044000,0.926829268292683,0.014719678175177452
3693,Gary Neal,SAS,2011, PG,525000,26,193.04,95.25432,80,9.8,2.5,1.2,3.8,0.015,0.121,0.208,0.578,0.094,61-21,0.744,82,58044000,0.975609756097561,0.009044862518089725
3694,Matt Barnes,LAL,2011, SF,1765000,31,200.66,102.511792,53,6.7,4.3,1.3,1.3,0.084,0.164,0.166,0.569,0.112,57-25,0.695,82,58044000,0.6463414634146342,0.030407966370339743
3695,Luke Walton,LAL,2011, SF,5260000,31,203.2,106.59412,54,1.7,1.2,1.1,3.6,0.023,0.119,0.146,0.378,0.183,57-25,0.695,82,58044000,0.6585365853658537,0.09062090827647991
3696,Metta World Peace,LAL,2011, SF,6322320,31,200.66,117.93392,82,8.5,3.3,2.1,8.9,0.048,0.078,0.151,0.485,0.103,57-25,0.695,82,58044000,1.0,0.1089228860864172
3697,Lamar Odom,LAL,2011, PF,8200000,31,208.28,104.32616,82,14.4,8.7,3.0,7.6,0.079,0.223,0.198,0.589,0.154,57-25,0.695,82,58044000,1.0,0.14127213837778238
3698,Kobe Bryant,LAL,2011, SF,24806250,32,198.12,92.98636,82,25.3,5.1,4.7,7.7,0.035,0.135,0.35,0.548,0.258,57-25,0.695,82,58044000,1.0,0.42736975397973953
3699,Pau Gasol,LAL,2011, PF,17823000,30,213.36,113.398,82,18.8,10.2,3.3,8.5,0.103,0.205,0.217,0.589,0.148,57-25,0.695,82,58044000,1.0,0.3070601612569775
3701,Steve Blake,LAL,2011, PG,4000000,31,190.5,78.017824,79,4.0,2.0,2.2,3.6,0.014,0.094,0.115,0.5,0.157,57-25,0.695,82,58044000,0.9634146341463414,0.06891323823306457
3703,Shannon Brown,LAL,2011, PG,2149200,25,193.04,95.25432,82,8.7,1.9,1.2,4.0,0.026,0.083,0.222,0.518,0.107,57-25,0.695,82,58044000,1.0,0.037027082902625595
3704,Joe Smith,LAL,2011, PF,854389,35,208.28,102.0582,16,0.5,1.3,0.3,-2.7,0.051,0.257,0.139,0.237,0.093,57-25,0.695,82,58044000,0.1951219512195122,0.014719678175177452
3705,Andrew Bynum,LAL,2011, C,13700000,23,213.36,129.27372,54,11.3,9.4,1.4,7.1,0.133,0.252,0.18,0.606,0.079,57-25,0.695,82,58044000,0.6585365853658537,0.23602784094824616
3706,Devin Ebanks,LAL,2011, SF,473604,21,205.74,97.52228,20,3.1,1.4,0.1,-14.1,0.129,0.102,0.237,0.507,0.033,57-25,0.695,82,58044000,0.24390243902439024,0.00815939632003308
3707,Derrick Caracter,LAL,2011, PF,473604,23,205.74,124.7378,41,2.0,1.0,0.2,-8.4,0.109,0.122,0.196,0.532,0.054,57-25,0.695,82,58044000,0.5,0.00815939632003308
3708,Derek Fisher,LAL,2011, PG,3700000,36,185.42,95.25432,82,6.8,1.9,2.7,9.3,0.007,0.067,0.127,0.486,0.134,57-25,0.695,82,58044000,1.0,0.06374474536558473
3709,Marvin Williams,ATL,2011, PF,7262500,25,205.74,108.86208,65,10.4,4.8,1.4,-1.2,0.044,0.156,0.174,0.551,0.076,44-38,0.537,82,58044000,0.7926829268292683,0.12512059816690788
3711,Josh Smith,ATL,2011, PF,11700000,25,205.74,108.86208,77,16.5,8.5,3.3,1.8,0.061,0.233,0.249,0.54,0.168,44-38,0.537,82,58044000,0.9390243902439024,0.20157122183171386
3712,Josh Powell,ATL,2011, PF,854389,28,205.74,108.86208,54,4.1,2.5,0.4,-10.6,0.094,0.163,0.2,0.492,0.059,44-38,0.537,82,58044000,0.6585365853658537,0.014719678175177452
3713,Kirk Hinrich,ATL,2011, SG,9100000,30,193.04,86.18248,72,10.2,2.5,4.0,-9.5,0.011,0.09,0.171,0.543,0.221,44-38,0.537,82,58044000,0.8780487804878049,0.1567776169802219
3714,Zaza Pachulia,ATL,2011, C,4251250,27,210.82,124.7378,79,4.4,4.2,0.7,-6.1,0.119,0.217,0.144,0.562,0.074,44-38,0.537,82,58044000,0.9634146341463414,0.07324185100957895
3715,Damien Wilkins,ATL,2011, SG,482478,31,198.12,102.0582,52,3.5,1.7,0.8,-8.7,0.043,0.122,0.127,0.557,0.099,44-38,0.537,82,58044000,0.6341463414634146,0.008312280339053133
3716,Al Horford,ATL,2011, PF,5444857,25,208.28,111.13004,77,15.3,9.3,3.5,0.2,0.081,0.233,0.199,0.587,0.169,44-38,0.537,82,58044000,0.9390243902439024,0.09380568189649231
3717,Jamal Crawford,ATL,2011, SG,10800000,31,195.58,90.7184,76,14.2,1.7,3.2,-1.3,0.012,0.057,0.231,0.545,0.178,44-38,0.537,82,58044000,0.926829268292683,0.18606574322927436
3718,Hilton Armstrong,ATL,2011, PF,854389,26,210.82,106.59412,53,1.7,2.5,0.3,-10.0,0.098,0.215,0.11,0.508,0.046,44-38,0.537,82,58044000,0.6463414634146342,0.014719678175177452
3719,Joe Johnson,ATL,2011, G,16324500,30,200.66,108.86208,72,18.2,4.0,4.7,0.6,0.028,0.108,0.264,0.517,0.23,44-38,0.537,82,58044000,0.8780487804878049,0.28124353938391566
3720,Jeff Teague,ATL,2011, PG,1476840,23,187.96,81.64656,70,5.2,1.5,2.0,-2.7,0.014,0.113,0.199,0.521,0.236,44-38,0.537,82,58044000,0.8536585365853658,0.025443456688029772
3721,Jason Collins,ATL,2011, C,854389,32,213.36,115.66596,49,2.0,2.1,0.4,8.0,0.064,0.14,0.095,0.539,0.051,44-38,0.537,82,58044000,0.5975609756097561,0.014719678175177452
3722,Etan Thomas,ATL,2011, C,854389,33,208.28,117.93392,13,2.5,1.8,0.2,-19.4,0.076,0.262,0.177,0.58,0.05,44-38,0.537,82,58044000,0.15853658536585366,0.014719678175177452
3723,Marreese Speights,PHI,2011, F,1773960,23,208.28,115.66596,64,5.4,3.3,0.5,5.0,0.107,0.226,0.227,0.532,0.069,41-41,0.5,82,58044000,0.7804878048780488,0.030562332023981807
3724,Jrue Holiday,PHI,2011, SG,1627920,21,193.04,81.64656,82,14.0,4.0,6.5,2.8,0.027,0.105,0.208,0.525,0.282,41-41,0.5,82,58044000,1.0,0.02804630969609262
3725,Lou Williams,PHI,2011, SG,5000000,24,185.42,79.3786,75,13.7,2.0,3.4,2.1,0.021,0.077,0.277,0.54,0.248,41-41,0.5,82,58044000,0.9146341463414634,0.08614154779133071
3726,Tony Battie,PHI,2011, C,854389,35,210.82,108.86208,38,2.6,2.6,0.3,-4.9,0.047,0.241,0.143,0.489,0.055,41-41,0.5,82,58044000,0.4634146341463415,0.014719678175177452
3727,Thaddeus Young,PHI,2011, PF,2901241,23,203.2,99.79024,82,12.7,5.3,1.0,4.8,0.084,0.152,0.222,0.566,0.067,41-41,0.5,82,58044000,1.0,0.04998347805113362
3728,Spencer Hawes,PHI,2011, PF,2974320,23,215.9,111.13004,81,7.2,5.7,1.5,-1.5,0.084,0.223,0.19,0.481,0.112,41-41,0.5,82,58044000,0.9878048780487805,0.05124250568534215
3731,Andres Nocioni,PHI,2011, SF,6850000,31,200.66,102.0582,54,6.1,3.1,0.8,-6.9,0.024,0.191,0.174,0.538,0.076,41-41,0.5,82,58044000,0.6585365853658537,0.11801392047412308
3732,Andre Iguodala,PHI,2011, SG,12345250,27,198.12,93.893544,67,14.1,5.8,6.3,3.4,0.029,0.151,0.192,0.53,0.261,41-41,0.5,82,58044000,0.8170731707317073,0.2126877885741851
3733,Jodie Meeks,PHI,2011, G,762195,23,193.04,94.347136,74,10.5,2.3,1.1,2.0,0.012,0.085,0.157,0.6,0.056,41-41,0.5,82,58044000,0.9024390243902439,0.013131331403762663
3734,Jason Kapono,PHI,2011, SG,6641440,30,203.2,97.52228,24,0.7,0.5,0.2,7.6,0.026,0.078,0.114,0.277,0.043,41-41,0.5,82,58044000,0.2926829268292683,0.11442078423265109
3735,Elton Brand,PHI,2011, PF,15959099,32,205.74,115.212368,81,15.0,8.3,1.5,1.4,0.097,0.181,0.197,0.553,0.07,41-41,0.5,82,58044000,0.9878048780487805,0.27494829784301567
3736,Evan Turner,PHI,2011, SG,4602720,22,200.66,92.98636,78,7.2,3.9,2.0,-0.2,0.027,0.17,0.17,0.484,0.137,41-41,0.5,82,58044000,0.9512195121951219,0.07929708497002275
3737,Marquis Daniels,BOS,2011, SG,2388000,30,198.12,90.7184,49,5.5,2.3,1.3,1.2,0.034,0.116,0.152,0.527,0.113,56-26,0.683,82,58044000,0.5975609756097561,0.04114120322513955
3738,Nenad Krstic,BOS,2011, C,5543116,27,213.36,108.86208,71,8.1,4.7,0.4,1.6,0.097,0.158,0.169,0.557,0.027,56-26,0.683,82,58044000,0.8658536585365854,0.09549851836537798
3739,Kevin Garnett,BOS,2011, PF,18832044,35,210.82,114.758776,71,14.9,8.9,2.4,13.1,0.049,0.277,0.221,0.575,0.127,56-26,0.683,82,58044000,0.8658536585365854,0.32444428364688854
3740,Von Wafer,BOS,2011, SG,854389,25,195.58,94.800728,58,3.2,0.8,0.6,1.6,0.015,0.086,0.166,0.524,0.111,56-26,0.683,82,58044000,0.7073170731707317,0.014719678175177452
3741,Troy Murphy,BOS,2011, PF,216110,31,210.82,111.13004,35,3.1,3.2,0.7,-15.6,0.055,0.236,0.151,0.428,0.088,56-26,0.683,82,58044000,0.4268292682926829,0.0037232099786368962
3742,Ray Allen,BOS,2011, SG,10000000,35,195.58,92.98636,80,16.5,3.4,2.7,8.1,0.023,0.09,0.198,0.615,0.122,56-26,0.683,82,58044000,0.975609756097561,0.17228309558266142
3743,Rajon Rondo,BOS,2011, PG,9090911,25,185.42,77.564232,68,10.6,4.4,11.2,8.9,0.045,0.096,0.181,0.495,0.448,56-26,0.683,82,58044000,0.8292682926829268,0.15662102887464682
3744,Paul Pierce,BOS,2011, SF,13876321,33,200.66,106.59412,80,18.9,5.4,3.3,11.3,0.016,0.161,0.239,0.62,0.152,56-26,0.683,82,58044000,0.975609756097561,0.2390655537178692
3745,Shaquille O'Neal,BOS,2011, C,1352181,39,215.9,147.4174,37,9.2,4.8,0.7,13.2,0.092,0.205,0.2,0.659,0.051,56-26,0.683,82,58044000,0.45121951219512196,0.02329579284680587
3746,Sasha Pavlovic,BOS,2011, SG,211084,27,200.66,106.59412,31,2.5,1.0,0.5,-8.6,0.003,0.102,0.119,0.497,0.072,56-26,0.683,82,58044000,0.3780487804878049,0.0036366204947970507
3747,Carlos Arroyo,BOS,2011, PG,196007,31,187.96,90.7184,64,4.8,1.6,2.0,6.2,0.021,0.078,0.141,0.528,0.16,56-26,0.683,82,58044000,0.7804878048780488,0.003376869271587072
3748,Avery Bradley,BOS,2011, PG,1418160,20,187.96,81.64656,31,1.7,0.5,0.4,-17.3,0.03,0.092,0.253,0.36,0.135,56-26,0.683,82,58044000,0.3780487804878049,0.024432499483150714
3749,Jermaine O'Neal,BOS,2011, C,5765000,32,210.82,115.66596,24,5.4,3.7,0.5,3.9,0.076,0.161,0.176,0.504,0.046,56-26,0.683,82,58044000,0.2926829268292683,0.09932120460340431
3750,Jeff Green,BOS,2011, PF,4455988,24,205.74,106.59412,75,13.3,4.8,1.4,1.3,0.037,0.138,0.195,0.538,0.075,56-26,0.683,82,58044000,0.9146341463414634,0.07676914065191924
3751,Delonte West,BOS,2011, SG,854389,27,190.5,81.64656,24,5.6,1.5,2.7,-9.2,0.018,0.084,0.174,0.533,0.268,56-26,0.683,82,58044000,0.2926829268292683,0.014719678175177452
3752,Glen Davis,BOS,2011, PF,3000004,25,205.74,131.088088,78,11.7,5.4,1.2,3.6,0.057,0.167,0.212,0.499,0.069,56-26,0.683,82,58044000,0.9512195121951219,0.051684997588036664
3754,Jordan Farmar,NJN,2011, PG,3750000,24,187.96,81.64656,73,9.6,2.4,5.0,-7.0,0.015,0.101,0.212,0.504,0.341,24-58,0.293,82,58044000,0.8902439024390244,0.06460616084349803
3755,Johan Petro,NJN,2011, C,3250000,25,213.36,112.037224,77,3.5,2.8,0.6,-6.4,0.083,0.208,0.187,0.452,0.088,24-58,0.293,82,58044000,0.9390243902439024,0.05599200606436496
3756,Kris Humphries,NJN,2011, PF,3200000,26,205.74,106.59412,74,10.0,10.4,1.1,-5.3,0.125,0.322,0.173,0.555,0.069,24-58,0.293,82,58044000,0.9024390243902439,0.05513059058645166
3757,Sundiata Gaines,NJN,2011, PG,112088,25,185.42,90.7184,24,4.6,1.6,1.8,-5.2,0.047,0.094,0.222,0.459,0.232,24-58,0.293,82,58044000,0.2926829268292683,0.0019310867617669354
