Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG
Courtney Alexander,WAS,2001, SG,1319000,24,195.58,92.98636,65,9.5,2.2,1,-10.1,0.036,0.085,0.232,0.484,0.083,19-63,0.232,82
David Vanterpool,WAS,2001, G,80000,28,195.58,90.7184,22,5.5,1.7,3,-1.3,0.043,0.064,0.181,0.462,0.254,19-63,0.232,82
Mikki Moore,DET,2001, C,2848000,25,213.36,104.32616,81,4.4,3.9,0.4,-2.8,0.114,0.187,0.151,0.552,0.049,32-50,0.39,82
Mateen Cleaves,DET,2001, PG,1253000,23,187.96,92.98636,78,5.4,1.7,2.7,-2.4,0.022,0.091,0.205,0.458,0.281,32-50,0.39,82
Michael Curry,DET,2001, SF,2200000,32,195.58,95.25432,68,5.2,1.8,1.9,-3.6,0.015,0.077,0.124,0.507,0.138,32-50,0.39,82
Jerry Stackhouse,DET,2001, SF,5000000,26,198.12,98.883056,80,29.8,3.9,5.1,-1.2,0.032,0.073,0.348,0.521,0.258,32-50,0.39,82
Joe Smith,DET,2001, PF,2250000,25,208.28,102.0582,69,12.3,7.1,1.1,-0.1,0.086,0.188,0.22,0.475,0.069,32-50,0.39,82
John Wallace,DET,2001, SF,2200000,27,205.74,102.0582,40,5.9,2.1,0.6,-8.8,0.049,0.121,0.234,0.463,0.082,32-50,0.39,82
Kornel David,DET,2001, F,498000,29,205.74,104.32616,27,2.3,1.9,0.3,-9.1,0.077,0.2,0.142,0.547,0.057,32-50,0.39,82
Jud Buechler,DET,2001, G,3259000,33,198.12,103.418976,57,3.4,1.6,0.7,0,0.029,0.111,0.114,0.568,0.083,32-50,0.39,82
Chucky Atkins,DET,2001, PG,3000000,26,180.34,72.57472,81,12,2.1,4.1,-1.2,0.013,0.067,0.213,0.481,0.234,32-50,0.39,82
Brian Cardinal,DET,2001, PF,316000,24,203.2,111.13004,15,2.1,1.5,0.2,-14.2,0.068,0.14,0.162,0.398,0.052,32-50,0.39,82
Ben Wallace,DET,2001, PF,4000000,26,205.74,108.86208,80,6.4,13.2,1.5,1,0.116,0.293,0.105,0.471,0.067,32-50,0.39,82
Corliss Williamson,DET,2001, PF,3997000,27,200.66,111.13004,69,11.6,4.7,0.9,2.6,0.068,0.133,0.222,0.533,0.066,32-50,0.39,82
Dana Barros,DET,2001, PG,3700000,34,180.34,73.935496,60,8,1.6,1.8,-3.6,0.006,0.091,0.202,0.534,0.187,32-50,0.39,82
Milt Palacio,BOS,2001, PG,326000,23,190.5,88.45044,58,5.9,1.8,2.6,-0.8,0.024,0.08,0.155,0.556,0.234,36-46,0.439,82
Mark Blount,BOS,2001, C,423000,25,213.36,104.32616,64,3.9,3.6,0.5,-2,0.1,0.147,0.123,0.541,0.049,36-46,0.439,82
Paul Pierce,BOS,2001, SF,1608000,23,198.12,104.32616,82,25.3,6.4,3.1,-1.3,0.034,0.167,0.306,0.563,0.166,36-46,0.439,82
Randy Brown,BOS,2001, G,2250000,33,187.96,86.18248,54,4.1,1.8,2.9,-1.5,0.021,0.078,0.115,0.438,0.197,36-46,0.439,82
Jerome Moiso,BOS,2001, C,1461000,23,208.28,105.233344,24,1.5,1.8,0.1,-2.2,0.091,0.273,0.187,0.422,0.043,36-46,0.439,82
Kenny Anderson,BOS,2001, PG,7520000,30,185.42,76.203456,33,7.5,2.2,4.1,-3.3,0.021,0.082,0.164,0.476,0.261,36-46,0.439,82
Vitaly Potapenko,BOS,2001, C,4286000,26,208.28,129.27372,82,7.5,6,0.8,-2.2,0.121,0.192,0.166,0.517,0.059,36-46,0.439,82
Walter McCarty,BOS,2001, PF,2812000,27,208.28,104.32616,60,2.2,1.4,0.7,-2.7,0.057,0.141,0.147,0.474,0.136,36-46,0.439,82
Chris Herren,BOS,2001, G,423000,25,187.96,86.18248,25,3.3,0.8,2.2,2.2,0.011,0.049,0.133,0.41,0.204,36-46,0.439,82
Tony Battie,BOS,2001, C,3200000,25,210.82,108.86208,40,6.5,5.8,0.4,-2.1,0.096,0.216,0.144,0.562,0.034,36-46,0.439,82
Antoine Walker,BOS,2001, PF,10125000,24,205.74,111.13004,81,23.4,8.9,5.5,-1.9,0.05,0.204,0.292,0.505,0.261,36-46,0.439,82
Adrian Griffin,BOS,2001, SG,498000,26,195.58,97.52228,44,2.1,2,0.6,-4.9,0.077,0.202,0.149,0.432,0.125,36-46,0.439,82
Bryant Stith,BOS,2001, G,5620000,30,195.58,95.25432,78,9.7,3.6,2.2,-2.3,0.029,0.106,0.145,0.538,0.111,36-46,0.439,82
Eric Williams,BOS,2001, PF,3892000,28,203.2,99.79024,81,6.6,2.6,1.4,0.6,0.04,0.103,0.162,0.487,0.109,36-46,0.439,82
Moochie Norris,HOU,2001, PG,523000,27,185.42,79.3786,82,6.6,2.4,3.5,3.2,0.031,0.106,0.169,0.546,0.284,45-37,0.549,82
Matt Bullard,HOU,2001, F,1481000,34,208.28,106.59412,61,5.8,2.1,0.7,7.9,0.027,0.118,0.151,0.569,0.067,45-37,0.549,82
Jason Collier,HOU,2001, C,1190000,23,213.36,117.93392,23,3.1,1.6,0.3,-12.5,0.059,0.16,0.194,0.435,0.05,45-37,0.549,82
Kelvin Cato,HOU,2001, C,5400000,26,210.82,115.66596,35,4.7,4,0.3,8.8,0.093,0.162,0.12,0.606,0.028,45-37,0.549,82
Kenny Thomas,HOU,2001, PF,885000,23,203.2,117.93392,74,7.1,5.6,1,3.6,0.081,0.181,0.162,0.507,0.068,45-37,0.549,82
Walt Williams,HOU,2001, F,4500000,31,203.2,104.32616,72,8.3,3.4,1.3,2.4,0.023,0.151,0.187,0.527,0.102,45-37,0.549,82
Carlos Rogers,HOU,2001, F,2200000,30,210.82,105.233344,39,4.6,3.6,0.2,2.8,0.106,0.184,0.128,0.674,0.027,45-37,0.549,82
Hakeem Olajuwon,HOU,2001, C,16685000,38,213.36,115.66596,58,11.9,7.4,1.2,1.1,0.094,0.226,0.216,0.526,0.082,45-37,0.549,82
Sean Colson,HOU,2001, G,83000,25,182.88,79.3786,13,1.2,0.5,0.8,-35.2,0.04,0.111,0.264,0.291,0.455,45-37,0.549,82
Shandon Anderson,HOU,2001, SF,2200000,27,198.12,95.25432,82,8.7,4.1,2.3,-0.3,0.036,0.123,0.154,0.528,0.123,45-37,0.549,82
Steve Francis,HOU,2001, PG,3246000,24,190.5,87.543256,80,19.9,6.9,6.5,2.6,0.071,0.129,0.241,0.563,0.278,45-37,0.549,82
Dan Langhi,HOU,2001, PF,316000,23,210.82,99.79024,33,2.7,1.2,0.1,-11.3,0.057,0.126,0.222,0.403,0.031,45-37,0.549,82
Cuttino Mobley,HOU,2001, SG,3922000,25,193.04,86.18248,79,19.5,5,2.5,3.8,0.033,0.118,0.244,0.541,0.114,45-37,0.549,82
Olumide Oyedeji,SEA,2001, C,316000,20,208.28,108.86208,30,1.5,2.2,0.1,11.6,0.137,0.219,0.114,0.532,0.014,44-38,0.537,82
Ruben Patterson,SEA,2001, PF,990000,25,195.58,101.604608,76,13,5,2.1,3.1,0.106,0.11,0.232,0.544,0.13,44-38,0.537,82
Ruben Wolkowyski,SEA,2001, F,316000,27,208.28,122.46984,34,2.2,1.4,0.1,0.9,0.043,0.113,0.153,0.399,0.015,44-38,0.537,82
Patrick Ewing,SEA,2001, C,14000000,38,213.36,115.66596,79,9.6,7.4,1.2,-4.2,0.066,0.248,0.202,0.478,0.071,44-38,0.537,82
Rashard Lewis,SEA,2001, PF,3920000,21,208.28,97.52228,78,14.8,6.9,1.6,1.5,0.06,0.165,0.182,0.587,0.073,44-38,0.537,82
Vin Baker,SEA,2001, PF,10125000,29,210.82,113.398,76,12.2,5.7,1.2,-0.8,0.098,0.139,0.238,0.481,0.072,44-38,0.537,82
Brent Barry,SEA,2001, SG,4320000,29,198.12,97.52228,67,8.8,3.1,3.4,2.1,0.023,0.113,0.135,0.66,0.19,44-38,0.537,82
Gary Payton,SEA,2001, PG,12200000,32,193.04,81.64656,79,23.1,4.6,8.1,-0.6,0.025,0.101,0.27,0.522,0.364,44-38,0.537,82
Shammond Williams,SEA,2001, PG,550000,26,185.42,91.171992,69,6.8,1.9,2.8,-0.1,0.031,0.091,0.18,0.569,0.242,44-38,0.537,82
David Wingate,SEA,2001, G,548000,37,195.58,84.821704,1,6,0,2,70.6,0,0,0.14,1,0.286,44-38,0.537,82
Emanual Davis,SEA,2001, G,611000,32,195.58,88.45044,62,5.8,2.5,2.2,0.6,0.026,0.116,0.15,0.527,0.162,44-38,0.537,82
Desmond Mason,SEA,2001, SF,1074000,23,195.58,97.52228,78,5.9,3.2,0.8,-2,0.055,0.138,0.157,0.483,0.066,44-38,0.537,82
Morris Peterson,TOR,2001, SG,898000,23,200.66,98.883056,80,9.3,3.2,1.3,2.5,0.068,0.094,0.202,0.507,0.093,47-35,0.573,82
Muggsy Bogues,TOR,2001, G,1740000,36,160.02,61.688512,3,0,1,1.7,-27.4,0,0.12,0.078,0,0.294,47-35,0.573,82
Michael Stewart,TOR,2001, PF,3520000,26,208.28,104.32616,26,1.3,1.1,0.1,-21.2,0.131,0.148,0.167,0.394,0.03,47-35,0.573,82
Jerome Williams,TOR,2001, PF,2750000,28,205.74,93.439952,59,6.3,6.5,0.8,0.1,0.121,0.239,0.153,0.526,0.062,47-35,0.573,82
Keon Clark,TOR,2001, PF,1379000,26,210.82,100.243832,81,7.9,5.4,0.9,1.4,0.087,0.192,0.185,0.512,0.068,47-35,0.573,82
Vince Carter,TOR,2001, G,2425000,24,198.12,102.0582,75,27.6,5.5,3.9,5.1,0.065,0.093,0.305,0.551,0.187,47-35,0.573,82
Chris Childs,TOR,2001, G,4680000,33,190.5,88.45044,77,4.7,2.6,4.6,1.6,0.016,0.11,0.135,0.494,0.32,47-35,0.573,82
Tracy Murray,TOR,2001, SF,3060000,29,200.66,103.418976,51,5,1.6,0.5,-5,0.04,0.118,0.217,0.482,0.068,47-35,0.573,82
Antonio Davis,TOR,2001, PF,5500000,32,205.74,104.32616,78,13.7,10.1,1.4,4.2,0.111,0.216,0.196,0.508,0.062,47-35,0.573,82
Alvin Williams,TOR,2001, PG,2100000,26,195.58,83.91452,82,9.8,2.6,5,3.1,0.023,0.078,0.175,0.483,0.267,47-35,0.573,82
Dell Curry,TOR,2001, G,2000000,37,195.58,92.98636,71,6,1.2,1.1,-3.7,0.018,0.087,0.206,0.53,0.135,47-35,0.573,82
Eric Montross,TOR,2001, C,2240000,29,213.36,122.46984,54,2.2,3.2,0.4,-11.1,0.085,0.212,0.128,0.396,0.045,47-35,0.573,82
Nazr Mohammed,ATL,2001, C,739000,23,208.28,108.86208,58,7.6,5.3,0.3,-2,0.135,0.233,0.23,0.52,0.034,25-57,0.305,82
Matt Maloney,ATL,2001, G,548000,29,190.5,90.7184,55,6.7,2.1,2.8,-2.8,0.011,0.081,0.14,0.508,0.187,25-57,0.305,82
Jason Terry,ATL,2001, G,1579000,23,187.96,78.017824,82,19.7,3.3,4.9,-5.8,0.015,0.081,0.252,0.531,0.236,25-57,0.305,82
Lorenzen Wright,ATL,2001, PF,4950000,25,210.82,108.86208,71,12.4,7.5,1.2,-7.6,0.101,0.197,0.233,0.486,0.079,25-57,0.305,82
Chris Crawford,ATL,2001, SF,2250000,26,205.74,106.59412,47,6.8,2.3,0.8,-8.5,0.034,0.106,0.181,0.519,0.07,25-57,0.305,82
Toni Kukoc,ATL,2001, SF,7167000,32,210.82,106.59412,65,11.1,4,3.1,4.5,0.05,0.137,0.216,0.553,0.207,25-57,0.305,82
Alan Henderson,ATL,2001, PF,5909000,28,205.74,106.59412,73,10.5,5.6,0.7,-8.8,0.109,0.147,0.224,0.487,0.05,25-57,0.305,82
Cal Bowdler,ATL,2001, F,1102000,24,208.28,111.13004,44,3.2,1.8,0.1,1.3,0.091,0.142,0.168,0.532,0.016,25-57,0.305,82
Brevin Knight,ATL,2001, PG,4250000,25,177.8,77.11064,53,6.3,3.2,5.9,-8.4,0.017,0.109,0.147,0.416,0.32,25-57,0.305,82
Hanno Mottola,ATL,2001, C,316000,24,210.82,112.037224,73,4.4,2.4,0.3,-12.8,0.055,0.145,0.175,0.504,0.044,25-57,0.305,82
DerMarr Johnson,ATL,2001, SF,2107000,21,205.74,91.171992,78,5.1,2.3,0.8,-7.4,0.046,0.105,0.177,0.463,0.079,25-57,0.305,82
Dion Glover,ATL,2001, SG,960000,22,195.58,103.418976,57,5.9,2.3,1.2,-3.8,0.047,0.106,0.2,0.461,0.123,25-57,0.305,82
Nick Van Exel,DEN,2001, PG,8184000,29,185.42,86.18248,71,17.7,3.4,8.5,-0.4,0.018,0.08,0.234,0.515,0.383,40-42,0.488,82
Robert Pack,DEN,2001, PG,4320000,32,187.96,86.18248,74,6.5,1.9,4,-4.4,0.025,0.094,0.213,0.493,0.375,40-42,0.488,82
Ryan Bowen,DEN,2001, SF,508000,25,200.66,99.79024,57,3.4,2,0.5,-2.4,0.093,0.083,0.117,0.585,0.068,40-42,0.488,82
Raef LaFrentz,DEN,2001, C,2970000,25,210.82,108.86208,78,12.9,7.8,1.4,-0.6,0.075,0.191,0.186,0.544,0.073,40-42,0.488,82
James Posey,DEN,2001, SF,1047000,24,203.2,97.52228,82,8.1,5.3,2,1.3,0.058,0.146,0.149,0.511,0.11,40-42,0.488,82
Kevin Willis,DEN,2001, C,2700000,38,213.36,111.13004,78,9.3,6.8,0.6,-6.6,0.104,0.217,0.207,0.478,0.048,40-42,0.488,82
Voshon Lenard,DEN,2001, SG,3780000,28,193.04,92.98636,80,12.2,2.9,2.4,-2.1,0.021,0.087,0.198,0.522,0.134,40-42,0.488,82
Antonio McDyess,DEN,2001, PF,10800000,26,205.74,111.13004,70,20.8,12.1,2.1,0.6,0.104,0.254,0.269,0.538,0.106,40-42,0.488,82
Anthony Goldwire,DEN,2001, PG,243000,29,187.96,82.553744,20,4.1,0.6,1.7,-7,0.005,0.064,0.219,0.469,0.276,40-42,0.488,82
Calbert Cheaney,DEN,2001, SG,2200000,29,200.66,98.429464,9,2.3,2.2,1,10.6,0.034,0.109,0.104,0.34,0.076,40-42,0.488,82
George McCloud,DEN,2001, F,2200000,34,203.2,102.0582,76,9.6,2.9,3.7,-5.1,0.031,0.096,0.19,0.496,0.223,40-42,0.488,82
Tariq Abdul-Wahad,DEN,2001, SF,4500000,26,198.12,101.151016,29,3.8,2,0.8,-7.9,0.035,0.119,0.17,0.438,0.087,40-42,0.488,82
Terry Davis,DEN,2001, C,548000,34,208.28,122.46984,19,1.7,2.8,0.4,-8.5,0.102,0.174,0.074,0.476,0.05,40-42,0.488,82
Dan McClintock,DEN,2001, C,26000,24,213.36,122.46984,6,3,2.8,0.2,-24.2,0.149,0.171,0.158,0.446,0.025,40-42,0.488,82
Olden Polynice,UTA,2001, C,2200000,36,213.36,113.398,81,5.3,4.7,0.4,3.2,0.122,0.165,0.15,0.484,0.029,53-29,0.646,82
Quincy Lewis,UTA,2001, SG,1000000,24,200.66,97.52228,35,3.5,1.3,0.5,6.1,0.046,0.1,0.172,0.469,0.077,53-29,0.646,82
Jacque Vaughn,UTA,2001, PG,1500000,26,185.42,86.18248,82,6.1,1.8,3.9,-6.3,0.014,0.1,0.171,0.535,0.343,53-29,0.646,82
John Crotty,UTA,2001, G,800000,31,187.96,87.996848,31,2.1,0.9,1.1,0.7,0.058,0.07,0.159,0.443,0.211,53-29,0.646,82
John Starks,UTA,2001, G,2250000,35,195.58,86.18248,75,9.3,2.1,2.4,3.8,0.017,0.073,0.181,0.476,0.13,53-29,0.646,82
John Stockton,UTA,2001, G,11000000,39,185.42,79.3786,82,11.5,2.8,8.7,11.4,0.029,0.087,0.186,0.61,0.452,53-29,0.646,82
Karl Malone,UTA,2001, PF,15750000,37,205.74,116.119552,81,23.2,8.3,4.5,5.8,0.05,0.236,0.299,0.572,0.234,53-29,0.646,82
Scott Padgett,UTA,2001, PF,730000,25,205.74,108.86208,27,2.1,1.4,0.2,-2.9,0.178,0.192,0.214,0.541,0.076,53-29,0.646,82
Bryon Russell,UTA,2001, SF,4570000,30,200.66,102.0582,78,12,4.2,2.1,4.7,0.048,0.118,0.175,0.565,0.105,53-29,0.646,82
Greg Ostertag,UTA,2001, C,5200000,28,218.44,127.00576,81,4.5,5.1,0.3,0.9,0.139,0.201,0.128,0.522,0.025,53-29,0.646,82
DeShawn Stevenson,UTA,2001, SG,828000,20,195.58,95.25432,40,2.2,0.7,0.5,-3,0.037,0.073,0.202,0.413,0.105,53-29,0.646,82
David Benoit,UTA,2001, F,548000,33,203.2,99.79024,49,3.6,1.7,0.4,-2,0.059,0.172,0.201,0.542,0.087,53-29,0.646,82
Danny Manning,UTA,2001, F,1200000,35,208.28,110.676448,82,7.4,2.6,1.1,3.5,0.065,0.136,0.232,0.537,0.135,53-29,0.646,82
Donyell Marshall,UTA,2001, PF,5630000,28,205.74,104.32616,81,13.6,7,1.6,6.6,0.094,0.2,0.215,0.568,0.099,53-29,0.646,82
Othella Harrington,NYK,2001, PF,2250000,27,205.74,106.59412,74,9,5.2,0.8,-2.3,0.093,0.155,0.192,0.549,0.052,48-34,0.585,82
Mark Jackson,NYK,2001, PG,3565000,36,190.5,92.98636,83,7.6,3.7,8,0.4,0.028,0.107,0.143,0.505,0.396,48-34,0.585,82
Rick Brunson,NYK,2001, PG,507000,29,193.04,86.18248,22,2.1,1,1.4,-3,0.026,0.091,0.166,0.38,0.287,48-34,0.585,82
Marcus Camby,NYK,2001, C,5750000,27,210.82,102.0582,63,12,11.5,0.8,2.3,0.115,0.29,0.171,0.559,0.043,48-34,0.585,82
Larry Johnson,NYK,2001, F,12485000,32,200.66,106.59412,65,9.9,5.6,2,0,0.053,0.156,0.176,0.493,0.108,48-34,0.585,82
Latrell Sprewell,NYK,2001, SG,10125000,30,195.58,86.18248,77,17.7,4.5,3.5,2.1,0.02,0.116,0.258,0.497,0.172,48-34,0.585,82
Luc Longley,NYK,2001, C,5750000,32,218.44,120.20188,25,2,2.6,0.3,6.6,0.103,0.145,0.136,0.399,0.04,48-34,0.585,82
Kurt Thomas,NYK,2001, PF,3680000,28,205.74,104.32616,77,10.4,6.7,0.8,7.4,0.105,0.191,0.184,0.566,0.052,48-34,0.585,82
Travis Knight,NYK,2001, C,3200000,26,213.36,106.59412,45,0.6,1.2,0.1,-1.1,0.088,0.15,0.135,0.238,0.038,48-34,0.585,82
Charlie Ward,NYK,2001, PG,5000000,30,187.96,86.18248,61,7.1,2.6,4.5,6.3,0.026,0.101,0.167,0.536,0.297,48-34,0.585,82
Allan Houston,NYK,2001, SG,9000000,30,198.12,90.7184,78,18.7,3.6,2.2,2.2,0.009,0.107,0.256,0.543,0.119,48-34,0.585,82
Glen Rice,NYK,2001, SF,7578000,34,203.2,99.79024,75,12,4.1,1.2,4.5,0.035,0.135,0.206,0.54,0.074,48-34,0.585,82
Felton Spencer,NYK,2001, C,548000,33,213.36,120.20188,18,2.2,1.9,0.1,7.3,0.152,0.216,0.174,0.629,0.031,48-34,0.585,82
Mookie Blaylock,GSW,2001, G,4800000,34,185.42,83.91452,69,11,3.9,6.7,-8,0.03,0.097,0.174,0.455,0.32,17-65,0.207,82
Paul McPherson,GSW,2001, G,316000,22,193.04,95.25432,55,4.8,1.4,0.7,-2.5,0.069,0.078,0.204,0.542,0.105,17-65,0.207,82
Larry Hughes,GSW,2001, SG,1842000,22,195.58,83.460928,50,16.5,5.5,4.5,-7.5,0.042,0.122,0.246,0.449,0.2,17-65,0.207,82
Marc Jackson,GSW,2001, PF,316000,26,208.28,122.46984,48,13.2,7.5,1.2,-10.2,0.086,0.199,0.208,0.534,0.071,17-65,0.207,82
Vonteego Cummings,GSW,2001, PG,757000,25,190.5,86.18248,66,7.3,2.1,3.4,-14.9,0.03,0.073,0.183,0.425,0.253,17-65,0.207,82
Chris Garner,GSW,2001, G,32000,26,177.8,70.760352,8,2.4,1.5,2.3,-8.4,0.013,0.079,0.139,0.24,0.178,17-65,0.207,82
Chris Porter,GSW,2001, F,316000,23,200.66,98.883056,51,8.6,3.7,1.2,-13.4,0.071,0.103,0.204,0.434,0.088,17-65,0.207,82
Chris Mills,GSW,2001, SF,4800000,31,200.66,97.975872,15,12,6.2,1.2,-4.3,0.049,0.147,0.195,0.435,0.061,17-65,0.207,82
Antawn Jamison,GSW,2001, PF,2678000,25,205.74,101.151016,82,24.9,8.7,2,-9.3,0.081,0.148,0.279,0.499,0.094,17-65,0.207,82
Adonal Foyle,GSW,2001, C,3578000,26,208.28,113.398,58,5.9,7,0.8,-11.7,0.101,0.189,0.139,0.422,0.052,17-65,0.207,82
Adam Keefe,GSW,2001, F,3390000,31,205.74,104.32616,67,2.5,3.1,0.5,-9.2,0.105,0.175,0.116,0.45,0.066,17-65,0.207,82
Corie Blount,GSW,2001, PF,1320000,32,208.28,109.769264,68,4.6,5.9,0.9,-11.9,0.135,0.193,0.131,0.473,0.074,17-65,0.207,82
Bob Sura,GSW,2001, PG,4386000,28,195.58,90.7184,53,11.1,4.3,4.6,-11.4,0.032,0.121,0.193,0.487,0.232,17-65,0.207,82
Erick Dampier,GSW,2001, C,5611000,25,210.82,120.20188,43,7.4,5.8,1.4,-14.1,0.09,0.176,0.183,0.432,0.096,17-65,0.207,82
Mike Bibby,VAN,2001, PG,3308000,23,185.42,86.18248,82,15.9,3.7,8.4,-6.8,0.017,0.091,0.211,0.525,0.376,23-59,0.28,82
Michael Dickerson,VAN,2001, G,1310000,26,193.04,86.18248,70,16.3,3.3,3.3,-5.9,0.032,0.069,0.226,0.501,0.157,23-59,0.28,82
Mahmoud Abdul-Rauf,VAN,2001, G,548000,32,185.42,73.481904,41,6.5,0.6,1.9,-1.6,0.012,0.048,0.269,0.514,0.285,23-59,0.28,82
Kevin Edwards,VAN,2001, G,548000,35,190.5,95.25432,46,3.5,1.8,1.1,-3.2,0.041,0.102,0.162,0.414,0.126,23-59,0.28,82
Tony Massenburg,VAN,2001, PF,1360000,33,205.74,113.398,52,4.5,4,0.2,-7,0.104,0.184,0.158,0.507,0.018,23-59,0.28,82
Bryant Reeves,VAN,2001, C,10110000,28,213.36,131.54168,75,8.3,6,1.1,-5.6,0.083,0.198,0.175,0.506,0.073,23-59,0.28,82
Brent Price,VAN,2001, G,2880000,32,185.42,83.91452,6,2.2,0.7,0.8,-17,0.034,0.091,0.265,0.462,0.263,23-59,0.28,82
Grant Long,VAN,2001, F,2200000,35,205.74,113.398,66,6,4.2,1.3,-7.8,0.058,0.149,0.137,0.51,0.092,23-59,0.28,82
Shareef Abdur-Rahim,VAN,2001, PF,10125000,24,205.74,104.32616,81,20.5,9.1,3.1,-7.3,0.063,0.195,0.245,0.549,0.142,23-59,0.28,82
Stromile Swift,VAN,2001, PF,3164000,21,205.74,102.0582,80,4.9,3.6,0.4,-5.1,0.099,0.154,0.165,0.487,0.035,23-59,0.28,82
Damon Jones,VAN,2001, PG,714000,24,190.5,83.91452,71,6.5,1.7,3.2,-8,0.013,0.085,0.168,0.525,0.276,23-59,0.28,82
Metta World Peace,CHI,2001, SF,1160000,21,200.66,111.583632,76,11.9,3.9,3,-8.4,0.029,0.124,0.217,0.483,0.171,15-67,0.183,82
Ron Mercer,CHI,2001, SG,5515000,25,200.66,95.25432,61,19.7,3.9,3.3,-11,0.033,0.08,0.248,0.492,0.16,15-67,0.183,82
Jake Voskuhl,CHI,2001, C,316000,23,210.82,111.13004,16,1.9,2.1,0.3,-24.7,0.098,0.2,0.141,0.481,0.068,15-67,0.183,82
Jamal Crawford,CHI,2001, SG,2200000,21,195.58,90.7184,61,4.6,1.5,2.3,-14.1,0.01,0.092,0.178,0.442,0.235,15-67,0.183,82
Marcus Fizer,CHI,2001, F,2562000,22,205.74,118.841104,72,9.5,4.3,1.1,-14.2,0.055,0.19,0.247,0.476,0.097,15-67,0.183,82
Corey Benjamin,CHI,2001, G,744000,23,198.12,92.98636,65,4.7,1.5,1.1,-12.5,0.049,0.089,0.217,0.453,0.148,15-67,0.183,82
A.J. Guyton,CHI,2001, G,316000,23,185.42,81.64656,33,6,1.1,1.9,-12.4,0.018,0.053,0.169,0.495,0.198,15-67,0.183,82
Brad Miller,CHI,2001, C,4000000,25,213.36,118.387512,57,8.9,7.4,1.9,-9.1,0.114,0.229,0.181,0.52,0.13,15-67,0.183,82
Fred Hoiberg,CHI,2001, SG,880000,28,195.58,95.25432,74,9.1,4.2,3.6,-10.2,0.011,0.159,0.132,0.598,0.2,15-67,0.183,82
Steve Goodrich,CHI,2001, F,37000,25,208.28,99.79024,12,1.6,1.8,0.5,-8.2,0.068,0.128,0.104,0.451,0.075,15-67,0.183,82
Dalibor Bagaric,CHI,2001, C,795000,20,215.9,125.644984,35,1.3,1.6,0.3,-15.3,0.091,0.158,0.174,0.304,0.065,15-67,0.183,82
Elton Brand,CHI,2001, PF,3629000,22,203.2,117.93392,74,20.1,10.1,3.2,-8.8,0.113,0.196,0.262,0.523,0.164,15-67,0.183,82
Dragan Tarlac,CHI,2001, C,2500000,28,210.82,122.46984,43,2.4,2.8,0.7,-17.5,0.072,0.177,0.118,0.454,0.087,15-67,0.183,82
Mark Bryant,DAL,2001, F,458000,36,205.74,113.398,18,1.1,1.2,0.2,-9.6,0.044,0.191,0.121,0.428,0.042,53-29,0.646,82
Michael Finley,DAL,2001, SG,8400000,28,200.66,97.52228,82,21.5,5.2,4.4,5.5,0.036,0.1,0.249,0.521,0.18,53-29,0.646,82
Juwan Howard,DAL,2001, PF,16875000,28,205.74,113.398,81,18,7.1,2.8,-1.4,0.067,0.156,0.246,0.527,0.135,53-29,0.646,82
Vernon Maxwell,DAL,2001, G,161000,35,193.04,86.18248,43,4.7,1.5,1.1,0.1,0.007,0.1,0.187,0.424,0.12,53-29,0.646,82
Calvin Booth,DAL,2001, C,423000,25,210.82,109.315672,55,5.3,4.5,0.8,-7,0.091,0.196,0.163,0.512,0.074,53-29,0.646,82
Howard Eisley,DAL,2001, PG,4250000,28,187.96,81.64656,82,9,2.4,3.6,3.4,0.011,0.08,0.155,0.507,0.183,53-29,0.646,82
Greg Buckner,DAL,2001, SG,1100000,24,193.04,95.25432,37,6.2,4.2,1.3,5,0.086,0.135,0.145,0.503,0.089,53-29,0.646,82
Shawn Bradley,DAL,2001, C,8370000,29,228.6,120.20188,82,7.1,7.4,0.5,10.4,0.092,0.228,0.143,0.551,0.029,53-29,0.646,82
Steve Nash,DAL,2001, PG,5500000,27,190.5,88.45044,70,15.6,3.2,7.3,6.5,0.023,0.078,0.211,0.603,0.335,53-29,0.646,82
Eduardo Najera,DAL,2001, PF,316000,24,203.2,106.140528,40,3.3,2.4,0.7,-4.9,0.107,0.142,0.146,0.522,0.093,53-29,0.646,82
Dirk Nowitzki,DAL,2001, F,1693000,23,210.82,107.501304,82,21.8,9.2,2.1,7.8,0.044,0.22,0.237,0.601,0.092,53-29,0.646,82
Mark Madsen,LAL,2001, PF,707000,25,205.74,108.86208,70,2,2.2,0.3,-5.1,0.127,0.137,0.108,0.53,0.06,56-26,0.683,82
Robert Horry,LAL,2001, PF,5300000,30,208.28,106.59412,79,5.2,3.7,1.6,2.1,0.068,0.149,0.141,0.489,0.124,56-26,0.683,82
Ron Harper,LAL,2001, G,2200000,37,198.12,97.52228,47,6.5,3.5,2.4,4.2,0.046,0.116,0.139,0.525,0.144,56-26,0.683,82
Rick Fox,LAL,2001, SF,3412000,31,200.66,109.769264,82,9.6,4,3.2,6.1,0.04,0.116,0.162,0.562,0.168,56-26,0.683,82
Kobe Bryant,LAL,2001, SF,10125000,22,200.66,95.25432,68,28.5,5.9,5,6.3,0.042,0.117,0.315,0.552,0.22,56-26,0.683,82
